Gender,Race/Ethnicity,Home_City,Preferred_Langauge,Hobby_Interest,Budget (in millions),Fathers_Occupation,Mothers_Occupation,Study_Group,Degree_Program,Matric_Marks,Inter_Marks,Year_of_Admission,Campus,University
male,Other,Karachi,Urdu,Gaming,6.5,Doctor,Teacher,CS,BSCS,1010,900,2019,Karachi,Aga Khan
female,Other,Islamabad,Punjabi,Writing,2,Engrr,Doctor,Pre-Engrr,BSMech,980,950,2019,Islamabad,NUST
male,Other,Peshawar,Urdu,Gaming,2,Retired,House Wife,CS,BSCS,893,980,2019,Peshawar,UOP
male,Other,Kohat,Hinko,Reading,7,Army,Doctor,Pre-Engrr,BSCS,980,970,2019,Lahore,LUMS
male,Other,Karachi,Urdu,Writing,2,Teacher,House Wife,CS,BSCS,965,978,2020,Islamabad,FAST NUCES
male,Punjabi,Islamabad,Punjabi,Gaming,2,Retired,Doctor,CS,BSCS,946,890,2019,Peshawar,FAST NUCES
male,Pashtun,Peshawar,Pashto,Gaming,3,Engrr,House Wife,Pre-Engrr,BSEE,640,740,2019,Peshawar,UET
male,Punjabi,Islamabad,Punjabi,Nothing,2,Retired,Doctor,CS,BSCS,780,800,2019,Peshawar,FAST NUCES
male,Pashtun,Peshawar,Pashto,Gaming,4,Engrr,House Wife,Pre-Engrr,BSMech,698,760,2019,Peshawar,UET
male,Punjabi,Islamabad,Urdu,Nothing,2,Doctor,House Wife,CS,BSCS,920,950,2020,Islamabad,COMSATS
male,Pashtun,Peshawar,Urdu,Nothing,1,Doctor,House Wife,CS,BSCS,920,950,2020,Islamabad,COMSATS
male,Punjabi,Lahore,Punjabi,Gaming,1,Engrr,Doctor,CS,BSCS,920,960,2019,Islamabad,COMSATS
male,Other,Karachi,Urdu,Gaming,1,Doctor,Teacher,CS,BSCS,880,920,2019,Islamabad,COMSATS
male,Other,Kohat,Hinko,Writing,1,Retired,House Wife,Pre-Engrr,BSCS,900,984,2019,Peshawar,UOP
male,Other,Peshawar,Pashto,Writing,3,Engrr,House Wife,Pre-Engrr,BSEE,910,984,2019,Peshawar,UOP
male,Other,Kohat,Urdu,Nothing,0.8,Engrr,House Wife,Pre-Engrr,BSEE,850,900,2019,Peshawar,UOP
male,Other,Peshawar,Urdu,Gaming,0.8,Doctor,House Wife,Pre-Med,BSBotany,800,890,2019,Peshawar,UOP
male,Sindhi,Karachi,Urdu,Gaming,6.8,Doctor,Teacher,Pre-Engrr,BSEE,990,990,2019,Karachi,Aga Khan
male,Sindhi,Karachi,Urdu,Nothing,6.9,Doctor,Teacher,Pre-Engrr,BSEE,980,1003,2019,Karachi,Aga Khan
male,Other,Islamabad,Punjabi,Gaming,7,Doctor,Teacher,Pre-Engrr,BSEE,999,1010,2019,Karachi,Aga Khan
male,Other,Karachi,Urdu,Gaming,6.4,Doctor,Teacher,Pre-Engrr,BSEE,999,1010,2019,Karachi,Aga Khan
male,Baloch,Abbotabad,Urdu,Nothing,2,Doctor,Teacher,CS,BSCS,980,910,2019,Islamabad,FAST NUCES
female,Kashmiris,Lahore,Urdu,Gaming,2,Doctor,Teacher,Pre-Engrr,BSEE,780,810,2019,Peshawar,IMsciences
male,Brahuis,Quetta,Urdu,Gaming,2,Doctor,Teacher,Pre-Engrr,BSEE,790,820,2019,Peshawar,IMsciences
male,Muhajirs,Karachi,Urdu,Nothing,1.9,Doctor,Teacher,Pre-Engrr,BSEE,800,820,2019,Peshawar,FAST NUCES
male,Punjabi,Mardan,Urdu,Gaming,3,Doctor,Teacher,Pre-Med,MBBS,999,1000,2019,Lahore,UHS
male,Other,Karachi,Urdu,Gaming,5,Army,Doctor,Pre-Med,MBBS,1000,998,2019,Lahore,UHS
male,Other,Karachi,Urdu,Gaming,3,Engrr,Doctor,Pre-Engrr,BSMech,990,968,2019,Karachi,NUST
female,Sindhi,Karachi,Urdu,Gaming,2,Engrr,Doctor,Pre-Engrr,BSEE,999,980,2019,Karachi,NUST
male,Punjabi,Lahore,Urdu,Gaming,1.5,Engrr,Doctor,Pre-Engrr,BSCivil,1000,1009,2019,Islamabad,NUST
male,Other,Islamabad,Urdu,Gaming,1.5,Engrr,Doctor,Pre-Engrr,BSCS,970,980,2019,Islamabad,NUST
male,Other,Faisalabad,Urdu,Gaming,0.8,Doctor,House Wife,Pre-Med,BSBotany,890,900,2019,Peshawar,UOP
male,Other,Lahore,Urdu,Gaming,7,Engrr,Doctor,CS,BSIT,900,910,2019,Lahore,LUMS
female,Sindhi,Sialkot,Urdu,Writing,7,Engrr,Doctor,Pre-Engrr,BSCS,780,800,2019,Lahore,LUMS
male,Baloch,Mardan,Urdu,Sports,5,Army,House Wife,Pre-Med,MBBS,890,890,2019,Lahore,UHS
male,Kashmiris,Abbotabad,Urdu,Writing,2,Doctor,Doctor,Pre-Med,MBBS,800,900,2019,Peshawar,KMC
male,Brahuis,Lahore,Urdu,Gaming,2,Teacher,Teacher,CS,BSCS,960,970,2019,Islamabad,FAST NUCES
male,Muhajirs,Quetta,Urdu,Sports,2,Teacher,House Wife,Pre-Engrr,BSCivil,910,950,2019,Islamabad,FAST NUCES
male,Punjabi,Karachi,Urdu,Nothing,3,Doctor,House Wife,Pre-Med,MBBS,900,920,2020,Lahore,UHS
male,Other,Mardan,Urdu,Gaming,6.5,Doctor,Teacher,CS,BSCS,1010,900,2019,Karachi,Aga Khan
male,Punjabi,Lahore,Punjabi,Writing,1.5,Engrr,Doctor,Pre-Engrr,BSMech,980,950,2019,Islamabad,NUST
male,Pashtun,Peshawar,Pashto,Gaming,2,Engrr,House Wife,Pre-Engrr,BSEE,698,760,2019,Peshawar,UET
male,Punjabi,Islamabad,Urdu,Nothing,2,Doctor,House Wife,CS,BSCS,930,950,2020,Islamabad,COMSATS
male,Other,Karachi,Urdu,Nothing,3,Doctor,House Wife,CS,BSCS,925,980,2020,Islamabad,COMSATS
male,Punjabi,Lahore,Punjabi,Gaming,2,Engrr,Doctor,CS,BSCS,928,968,2019,Islamabad,COMSATS
male,Other,Karachi,Urdu,Gaming,2,Doctor,Doctor,CS,BSCS,900,954,2019,Islamabad,COMSATS
male,Pashtun,Kohat,Urdu,Nothing,2,Engrr,House Wife,Pre-Engrr,BSMech,700,780,2019,Peshawar,UET
male,Other,Peshawar,Urdu,Nothing,2,Engrr,House Wife,Pre-Engrr,BSCivil,730,795,2019,Peshawar,UET
male,Other,Islamabad,Pashto,Nothing,2,Engrr,House Wife,Pre-Engrr,BSEE,720,792,2019,Peshawar,UET
male,Pashtun,Peshawar,Pashto,Nothing,4,Engrr,House Wife,Pre-Engrr,BSCivil,763,843,2019,Peshawar,UET
male,Pashtun,Kohat,Hinko,Gaming,2,Engrr,Teacher,Pre-Engrr,BSMech,780,810,2019,Peshawar,IMsciences
male,Pashtun,Peshawar,Urdu,Gaming,2,Doctor,Teacher,Pre-Engrr,BSCivil,745,820,2019,Peshawar,IMsciences
male,Pashtun,Kohat,Hinko,Gaming,2,Engrr,Teacher,Pre-Engrr,BSCivil,789,812,2019,Peshawar,IMsciences
male,Other,Islamabad,Urdu,Nothing,2,Doctor,Teacher,Pre-Engrr,BSCivil,729,803,2019,Peshawar,IMsciences
male,Other,Faisalabad,Urdu,Gaming,0.8,Doctor,House Wife,Pre-Med,BSBotany,890,900,2019,Peshawar,UOP
male,Other,Islamabad,Urdu,Nothing,0.8,Doctor,House Wife,Pre-Med,BSBotany,899,920,2019,Peshawar,UOP
male,Other,Peshawar,Urdu,Nothing,0.8,Doctor,House Wife,Pre-Med,BSBotany,870,930,2019,Peshawar,UOP
male,Other,Peshawar,Pashto,Nothing,0.8,Doctor,House Wife,Pre-Med,BSBotany,879,935,2019,Peshawar,UOP
male,Other,Peshawar,Pashto,Nothing,0.8,Retired,House Wife,Pre-Med,BSBotany,900,930,2019,Peshawar,UOP
male,Other,Peshawar,Pashto,Nothing,2,Retired,House Wife,Pre-Med,BSBotany,902,903,2019,Peshawar,UOP
male,Pashtun,Kohat,Hinko,Gaming,3,Engrr,Teacher,Pre-Engrr,BSMech,920,930,2019,Peshawar,IMsciences
male,Pashtun,Peshawar,Urdu,Gaming,2,Doctor,Teacher,Pre-Engrr,BSCivil,729,803,2019,Peshawar,IMsciences
male,Pashtun,Kohat,Hinko,Gaming,2,Engrr,Teacher,Pre-Engrr,BSCivil,890,900,2019,Peshawar,IMsciences
male,Other,Islamabad,Urdu,Nothing,5,Doctor,Teacher,Pre-Engrr,BSCivil,899,920,2019,Peshawar,IMsciences
male,Other,Faisalabad,Urdu,Gaming,2,Retired,House Wife,CS,BSCS,870,930,2019,Peshawar,UOP
male,Other,Islamabad,Urdu,Nothing,2,Retired,House Wife,CS,BSCS,879,935,2019,Peshawar,UOP
male,Other,Peshawar,Urdu,Nothing,3,Retired,House Wife,Pre-Engrr,BSEE,729,803,2019,Peshawar,UOP
male,Other,Peshawar,Pashto,Nothing,3,Retired,House Wife,Pre-Engrr,BSEE,890,900,2019,Peshawar,UOP
male,Other,Peshawar,Pashto,Nothing,1,Doctor,House Wife,Pre-Med,BSBotany,899,920,2019,Peshawar,UOP
male,Other,Peshawar,Pashto,Nothing,1,Retired,House Wife,Pre-Engrr,BSMech,870,930,2019,Peshawar,UOP
male,Pashtun,Kohat,Hinko,Gaming,3,Engrr,Teacher,Pre-Engrr,BSMech,879,935,2019,Peshawar,IMsciences
male,Pashtun,Peshawar,Urdu,Gaming,4,Doctor,Teacher,Pre-Engrr,BSCivil,990,899,2019,Peshawar,IMsciences
male,Punjabi,Islamabad,Urdu,Nothing,1,Engrr,House Wife,Pre-Med,MBBS,892,900,2019,Peshawar,KMC
male,Pashtun,Peshawar,Urdu,Nothing,1,Engrr,House Wife,Pre-Med,MBBS,892,900,2019,Peshawar,KMC
male,Pashtun,Peshawar,Urdu,Nothing,1,Retired,Doctor,Pre-Med,MBBS,980,999,2019,Peshawar,KMC
male,Pashtun,Peshawar,Urdu,Nothing,1,Doctor,House Wife,Pre-Med,MBBS,987,859,2019,Peshawar,KMC
male,Pashtun,Peshawar,Urdu,Nothing,1,Retired,Teacher,Pre-Med,MBBS,965,879,2019,Peshawar,KMC
male,Pashtun,Peshawar,Urdu,Nothing,1,Retired,Teacher,Pre-Med,MBBS,985,987,2019,Peshawar,KMC
male,Pashtun,Peshawar,Urdu,Nothing,1,Retired,Teacher,Pre-Med,MBBS,956,879,2019,Peshawar,KMC
male,Pashtun,Peshawar,Urdu,Nothing,1,Engrr,House Wife,Pre-Med,MBBS,988,856,2019,Peshawar,KMC
male,Pashtun,Peshawar,Urdu,Nothing,1,Engrr,House Wife,Pre-Med,MBBS,968,842,2019,Peshawar,KMC
male,Other,Peshawar,Pashto,Nothing,1,Retired,House Wife,Pre-Engrr,BSCS,900,860,2019,Peshawar,UOP
male,Other,Karachi,Urdu,Gaming,6.5,Doctor,Teacher,Pre-Med,MBBS,1010,900,2019,Karachi,Aga Khan
male,Other,Karachi,Urdu,Nothing,7,Doctor,Teacher,Pre-Med,MBBS,1000,999,2019,Karachi,Aga Khan
male,Other,Sialkot,Urdu,Gaming,7,Doctor,Teacher,Pre-Med,MBBS,1000,1098,2019,Karachi,Aga Khan
male,Other,Karachi,Urdu,Nothing,7,Doctor,Teacher,CS,BSCS,980,990,2019,Karachi,Aga Khan
male,Other,Islamabad,Punjabi,Gaming,7,Doctor,Teacher,Pre-Med,MBBS,999,1003,2019,Karachi,Aga Khan
male,Punjabi,Mardan,Urdu,Gaming,3,Doctor,Teacher,Pre-Med,MBBS,999,1000,2019,Lahore,UHS
male,Other,Karachi,Urdu,Gaming,3,Army,Doctor,Pre-Med,MBBS,1000,998,2019,Lahore,UHS
male,Punjabi,Lahore,Punjabi,Reading,3,Doctor,Teacher,Pre-Med,MBBS,1000,1000,2019,Lahore,UHS
male,Other,Lahore,Punjabi,Nothing,5,Army,Doctor,Pre-Med,MBBS,980,999,2019,Lahore,UHS
male,Other,Karachi,Urdu,Gaming,3,Doctor,Teacher,Pre-Med,MBBS,1010,900,2019,Lahore,UHS
male,Other,Karachi,Urdu,Gaming,6.3,Doctor,Teacher,Pre-Med,MBBS,999,1000,2019,Karachi,Aga Khan
male,Sindhi,Karachi,Urdu,Gaming,6.3,Army,Doctor,Pre-Med,MBBS,1000,998,2019,Karachi,Aga Khan
male,Punjabi,Lahore,Punjabi,Reading,6.3,Doctor,Teacher,Pre-Med,MBBS,1000,1000,2019,Karachi,Aga Khan
male,Pashtun,Peshawar,Urdu,Nothing,1,Doctor,House Wife,Pre-Med,MBBS,987,859,2020,Peshawar,KMC
male,Pashtun,Peshawar,Urdu,Nothing,2,Retired,Teacher,Pre-Engrr,BSCS,965,879,2020,Peshawar,FAST NUCES
male,Pashtun,Peshawar,Urdu,Nothing,2,Retired,Teacher,Pre-Engrr,BSEE,985,987,2020,Peshawar,UET
male,Other,Peshawar,Urdu,Nothing,3,Retired,Teacher,Pre-Engrr,BSEE,956,879,2020,Peshawar,UET
male,Other,Kohat,Urdu,Nothing,2,Engrr,House Wife,CS,BSCS,999,856,2020,Peshawar,FAST NUCES
male,Punjabi,Kohat,Urdu,Nothing,2,Engrr,House Wife,Pre-Engrr,BSCS,998,842,2020,Peshawar,FAST NUCES
male,Other,Karachi,Urdu,Nothing,1.5,Doctor,House Wife,Pre-Engrr,BSSE,996,996,2020,Karachi,NUST
male,Other,Karachi,Urdu,Nothing,1.5,Doctor,House Wife,Pre-Engrr,BSCS,990,990,2020,Karachi,NUST
male,Other,Karachi,Punjabi,Reading,1.5,Engrr,Doctor,Pre-Engrr,BSEE,1000,998,2019,Karachi,NUST
male,Other,Lahore,Urdu,Writing,1,Doctor,Teacher,Pre-Engrr,BSEE,1004,920,2019,Islamabad,NUST
female,Other,Kohat,Urdu,Writing,2,Engrr,Doctor,Pre-Engrr,BSCivil,997,970,2019,Islamabad,COMSATS
male,Pashtun,Peshawar,Urdu,Gaming,2,Engrr,Doctor,CS,BSMech,990,968,2019,Islamabad,COMSATS
female,Pashtun,Peshawar,Urdu,Gaming,2,Engrr,Doctor,CS,BSCS,999,980,2019,Islamabad,COMSATS
male,Other,Islamabad,Urdu,Gaming,2,Engrr,Doctor,CS,BSCS,990,998,2019,Islamabad,COMSATS
male,Other,Islamabad,Urdu,Gaming,2,Engrr,Doctor,CS,BSCS,997,940,2019,Islamabad,COMSATS
male,Other,Islamabad,Urdu,Gaming,1,Engrr,Doctor,CS,BSCS,970,950,2019,Islamabad,COMSATS
male,Other,Kohat,Hinko,Reading,9,Army,Doctor,Pre-Engrr,BSCS,980,970,2019,Lahore,LUMS
male,Punjabi,Islamabad,Urdu,Reading,6,Army,Doctor,Commerce,BBA,999,991,2019,Lahore,LUMS
male,Other,Lahore,Punjabi,Nothing,6,Army,Doctor,Pre-Engrr,BSCivil,980,970,2019,Lahore,LUMS
male,Punjabi,Islamabad,Urdu,Gaming,6,Army,Doctor,Commerce,BBA,1000,991,2019,Lahore,LUMS
male,Other,Islamabad,Urdu,Gaming,6,Doctor,Doctor,Pre-Engrr,BSEE,980,963,2019,Lahore,LUMS
male,Punjabi,Lahore,Punjabi,Gaming,6,Doctor,Teacher,Commerce,BBA,999,987,2019,Lahore,LUMS
male,Other,Islamabad,Punjabi,Nothing,7,Doctor,Teacher,Pre-Engrr,BSMech,1000,1003,2019,Lahore,LUMS
male,Punjabi,Islamabad,Urdu,Nothing,7,Army,Teacher,Commerce,BBA,999,991,2019,Lahore,LUMS
male,Muhajirs,Karachi,Punjabi,Writing,2,Engrr,House Wife,Pre-Engrr,BSEE,800,834,2019,Peshawar,UET
female,Muhajirs,Karachi,Punjabi,Reading,4,Engrr,House Wife,Pre-Engrr,BSMech,820,800,2019,Peshawar,UET
male,Sindhi,Sukkur�,Sindhi,Nothing,2,Engrr,Teacher,Pre-Engrr,BSEE,830,835,2019,Peshawar,UET
male,Sindhi,Karachi,Sindhi,Gaming,4,Engrr,House Wife,Pre-Engrr,BSMech,810,820,2019,Peshawar,UET
male,Punjabi,Islamabad,Punjabi,Nothing,2,Doctor,House Wife,Pre-Engrr,BSEE,920,945,2019,Peshawar,IMsciences
female,Pashtun,Kohat,Punjabi,Reading,2,Engrr,House Wife,Pre-Engrr,BSMech,900,910,2019,Peshawar,IMsciences
male,Sindhi,Sukkur�,Sindhi,Gaming,2,Engrr,Teacher,Pre-Engrr,BSEE,870,900,2019,Peshawar,IMsciences
male,Sindhi,Karachi,Sindhi,Gaming,2,Engrr,House Wife,Pre-Engrr,BSMech,940,970,2019,Peshawar,IMsciences
male,Other,Lahore,Urdu,Nothing,4,Army,Doctor,Pre-Med,MBBS,980,999,2019,Lahore,UHS
male,Other,Karachi,Urdu,Gaming,3,Doctor,Teacher,Pre-Med,MBBS,1001,950,2019,Lahore,UHS
male,Punjabi,Lahore,Urdu,Nothing,3,Army,Doctor,Pre-Med,MBBS,997,999,2019,Lahore,UHS
male,Punjabi,Karachi,Urdu,Gaming,3,Doctor,Teacher,Pre-Med,MBBS,1010,940,2019,Lahore,UHS
female,Punjabi,Islamabad,Urdu,Nothing,3,Doctor,Teacher,Commerce,BBA,967,1010,2020,Islamabad,FAST NUCES
male,Punjabi,Islamabad,Urdu,Gaming,3,Doctor,Teacher,CS,BSCS,985,999,2020,Islamabad,FAST NUCES
male,Baloch,Other,Urdu,Nothing,3,Engrr,House Wife,Pre-Engrr,BSEE,710,899,2019,Peshawar,IMsciences
male,Punjabi,Islamabad,Urdu,Gaming,3,Doctor,Teacher,Pre-Med,MBBS,999,1000,2019,Lahore,UHS
male,Other,Islamabad,Urdu,Gaming,4,Army,Doctor,Pre-Med,MBBS,980,999,2019,Lahore,UHS
male,Other,Lahore,Punjabi,Gaming,3,Doctor,Teacher,Pre-Med,MBBS,1010,970,2019,Lahore,UHS
male,Punjabi,Lahore,Punjabi,Nothing,7,Army,Doctor,Commerce,BBA,1000,991,2019,Lahore,LUMS
male,Other,Islamabad,Urdu,Gaming,6,Doctor,Doctor,Pre-Engrr,BSEE,980,963,2019,Lahore,LUMS
male,Punjabi,Lahore,Punjabi,Gaming,6,Doctor,Teacher,Commerce,BBA,999,987,2019,Lahore,LUMS
male,Pashtun,Kohat,Hinko,Sports,2,Engrr,House Wife,Pre-Engrr,BSEE,640,740,2019,Peshawar,UET
male,Pashtun,Peshawar,Pashto,Sports,2,Engrr,House Wife,Pre-Engrr,BSMech,698,760,2019,Peshawar,UET
male,Pashtun,Kohat,Urdu,Sports,3,Engrr,House Wife,Pre-Engrr,BSMech,700,780,2019,Peshawar,UET
male,Other,Peshawar,Urdu,Sports,3,Engrr,House Wife,Pre-Engrr,BSCivil,730,795,2019,Peshawar,UET
female,Sindhi,Karachi,Urdu,Nothing,6.3,Doctor,Teacher,Pre-Engrr,BSEE,1001,1000,2019,Karachi,Aga Khan
female,Sindhi,Karachi,Urdu,Gaming,6.3,Doctor,Teacher,Pre-Med,MBBS,1000,1098,2019,Karachi,Aga Khan
male,Sindhi,Karachi,Urdu,Nothing,6.3,Doctor,Teacher,CS,BSCS,986,998,2019,Karachi,Aga Khan
male,Other,Islamabad,Punjabi,Gaming,6.3,Doctor,Teacher,Pre-Engrr,BSEE,978,1005,2019,Karachi,Aga Khan
female,Pashtun,Peshawar,Pashto,Reading,1,Engrr,House Wife,Pre-Med,MBBS,899,870,2019,Peshawar,KMC
female,Pashtun,Peshawar,Pashto,Writing,2,Engrr,House Wife,Pre-Med,MBBS,900,920,2019,Peshawar,KMC
female,Pashtun,Peshawar,Pashto,Reading,2,Engrr,House Wife,Pre-Med,MBBS,902,910,2019,Peshawar,KMC
male,Sindhi,Karachi,Sindhi,Nothing,2,Engrr,Teacher,Pre-Med,MBBS,845,876,2019,Peshawar,KMC
male,Punjabi,Lahore,Punjabi,Writing,2,Engrr,Doctor,CS,BSCS,999,956,2019,Islamabad,COMSATS
male,Punjabi,Lahore,Punjabi,Writing,2,Engrr,Doctor,CS,BSCS,987,967,2019,Islamabad,COMSATS
male,Punjabi,Lahore,Punjabi,Writing,3,Engrr,Doctor,CS,BSCS,988,970,2019,Islamabad,COMSATS
male,Brahuis,Islamabad,Urdu,Gaming,2,Teacher,Teacher,CS,BSCS,967,970,2019,Islamabad,COMSATS
male,Muhajirs,Islamabad,Urdu,Sports,2,Teacher,House Wife,Pre-Engrr,BSMech,956,950,2019,Islamabad,COMSATS
male,Punjabi,Karachi,Urdu,Nothing,2,Doctor,House Wife,Pre-Engrr,BSCivil,996,997,2019,Karachi,NUST
male,Other,Karachi,Urdu,Gaming,1,Doctor,House Wife,Pre-Engrr,BSCivil,990,999,2019,Karachi,NUST
male,Other,Karachi,Punjabi,Gaming,1,Engrr,Doctor,Pre-Engrr,BSMech,1010,998,2019,Karachi,NUST
male,Other,Lahore,Urdu,Gaming,1,Doctor,Teacher,Pre-Engrr,BSEE,1009,920,2019,Islamabad,NUST
male,Sindhi,Karachi,Sindhi,Writing,1,Doctor,Teacher,Pre-Engrr,BSEE,997,967,2020,Karachi,NUST
male,Punjabi,Islamabad,Urdu,Nothing,2,Engrr,House Wife,Commerce,BBA,980,988,2019,Islamabad,COMSATS
female,Punjabi,Islamabad,Urdu,Gaming,1,Engrr,House Wife,Commerce,BBA,970,966,2019,Islamabad,COMSATS
male,Other,Islamabad,Urdu,Nothing,2,Engrr,Doctor,Commerce,BBA,988,900,2019,Islamabad,COMSATS
male,Punjabi,Islamabad,Punjabi,Nothing,1,Engrr,Doctor,Commerce,BBA,970,920,2019,Islamabad,COMSATS
male,Other,Peshawar,Urdu,Nothing,2,Army,House Wife,Commerce,BBA,970,910,2019,Islamabad,COMSATS
male,Pashtun,Peshawar,Pashto,Nothing,2,Engrr,House Wife,Commerce,BBA,950,800,2019,Peshawar,IMsciences
female,Other,Peshawar,Hinko,Gaming,4,Retired,Doctor,Commerce,BBA,970,870,2019,Peshawar,IMsciences
male,Other,Kohat,Hinko,Nothing,2,Engrr,House Wife,Commerce,BBA,920,980,2019,Peshawar,IMsciences
male,Pashtun,Kohat,Urdu,Nothing,3,Engrr,House Wife,Commerce,BBA,899,890,2019,Peshawar,IMsciences
male,Pashtun,Peshawar,Urdu,Nothing,4,Engrr,House Wife,Commerce,BBA,920,910,2019,Peshawar,IMsciences
female,Other,Peshawar,Urdu,Writing,2,Doctor,House Wife,Commerce,BBA,980,950,2020,Peshawar,IMsciences
female,Other,Peshawar,Urdu,Writing,3,Doctor,Doctor,Commerce,BBA,960,940,2020,Peshawar,IMsciences
male,Punjabi,Islamabad,Punjabi,Gaming,2,Engrr,Doctor,Pre-Engrr,BSAviMgt,926,905,2019,Islamabad,AU (Air University)
male,Punjabi,Islamabad,Urdu,Gaming,2,Engrr,Doctor,Pre-Engrr,BSAviMgt,950,905,2019,Islamabad,AU (Air University)
male,Punjabi,Islamabad,Urdu,Writing,2,Army,House Wife,Commerce,BSAviMgt,916,910,2019,Islamabad,AU (Air University)
female,Punjabi,Islamabad,Urdu,Nothing,2,Engrr,House Wife,Commerce,BSAviMgt,911,780,2020,Islamabad,AU (Air University)
female,Punjabi,Islamabad,Urdu,Gaming,1.5,Retired,Doctor,Pre-Engrr,BSCS,978,776,2019,Islamabad,AU (Air University)
male,Other,Islamabad,Urdu,Nothing,1,Engrr,House Wife,Pre-Engrr,BSCS,877,800,2020,Islamabad,AU (Air University)
male,Other,Islamabad,Punjabi,Nothing,1.5,Engrr,House Wife,CS,BSCS,978,850,2019,Islamabad,AU (Air University)
male,Other,Islamabad,Urdu,Nothing,2,Engrr,House Wife,CS,BSCS,915,800,2019,Islamabad,AU (Air University)
female,Pashtun,Islamabad,Pashto,Nothing,2,Doctor,House Wife,CS,BSCS,901,960,2020,Islamabad,AU (Air University)
female,Pashtun,Islamabad,Urdu,Gaming,2,Doctor,Doctor,Commerce,BBA,956,940,2019,Islamabad,AU (Air University)
male,Pashtun,Peshawar,Hinko,Nothing,2,Engrr,Doctor,Commerce,BBA,978,902,2019,Islamabad,AU (Air University)
male,Other,Peshawar,Urdu,Nothing,2,Engrr,Doctor,Pre-Engrr,BBA,844,980,2020,Islamabad,AU (Air University)
male,Other,Peshawar,Urdu,Nothing,2,Doctor,House Wife,Commerce,BBA,975,790,2020,Islamabad,AU (Air University)
female,Other,Peshawar,Urdu,Writing,2,Doctor,Doctor,Pre-Engrr,BSMech,988,760,2019,Islamabad,AU (Air University)
female,Other,Islamabad,Urdu,Writing,3,Engrr,Doctor,Pre-Engrr,BSMech,866,800,2019,Islamabad,AU (Air University)
male,Punjabi,Lahore,Punjabi,Gaming,3,Engrr,Doctor,Pre-Engrr,BSMech,875,950,2020,Islamabad,AU (Air University)
male,Punjabi,Lahore,Urdu,Gaming,3,Doctor,House Wife,Pre-Engrr,BSMech,879,988,2019,Islamabad,AU (Air University)
male,Punjabi,Lahore,Lahore,Writing,3,Doctor,Doctor,Pre-Engrr,BSEE,856,880,2020,Islamabad,AU (Air University)
female,Punjabi,Lahore,Urdu,Nothing,4,Engrr,Doctor,Pre-Engrr,BSCivil,837,870,2019,Islamabad,AU (Air University)
female,Punjabi,Lahore,Urdu,Gaming,4,Engrr,Doctor,Pre-Engrr,BSCivil,830,860,2020,Islamabad,AU (Air University)
male,Punjabi,Islamabad,Urdu,Gaming,1,Engrr,Doctor,Commerce,BSAF,900,958,2019,Islamabad,Bahria University
male,Other,Islamabad,Urdu,Writing,1,Doctor,House Wife,Commerce,BBA,800,850,2019,Lahore,Bahria University
male,Other,Islamabad,Urdu,Nothing,1,Doctor,Doctor,Pre-Engrr,BSCS,700,780,2019,Karachi,Bahria University
male,Other,Islamabad,Urdu,Gaming,1,Retired,Doctor,Pre-Engrr,BSCS,850,980,2019,Islamabad,Bahria University
male,Kashmiris,Islamabad,Punjabi,Gaming,2,Engrr,Doctor,Pre-Engrr,BSSE,760,960,2019,Lahore,Bahria University
male,Kashmiris,Islamabad,Urdu,Writing,2,Doctor,House Wife,Pre-Engrr,BSSE,860,950,2019,Karachi,Bahria University
female,Punjabi,Islamabad,Lahore,Nothing,2,Retired,Doctor,Pre-Engrr,BSIT,950,806,2020,Islamabad,Bahria University
male,Punjabi,Islamabad,Urdu,Gaming,1.5,Retired,House Wife,CS,BSIT,902,956,2020,Lahore,Bahria University
male,Pashtun,Peshawar,Urdu,Gaming,1,Retired,Doctor,CS,BSAI,965,985,2020,Karachi,Bahria University
female,Pashtun,Peshawar,Urdu,Writing,1,Engrr,Doctor,CS,BSAI,956,974,2020,Islamabad,Bahria University
male,Pashtun,Peshawar,Urdu,Nothing,1,Doctor,House Wife,Commerce,BBA,788,952,2020,Lahore,Bahria University
male,Pashtun,Peshawar,Urdu,Gaming,1,Doctor,Doctor,Commerce,BSAF,988,933,2020,Karachi,Bahria University
male,Punjabi,Lahore,Urdu,Gaming,2,Engrr,Doctor,Pre-Engrr,BBA,788,941,2020,Islamabad,Bahria University
female,Punjabi,Lahore,Punjabi,Writing,2,Retired,Doctor,Pre-Engrr,BSAF,796,985,2020,Lahore,Bahria University
male,Sindhi,Islamabad,Urdu,Nothing,1,Doctor,House Wife,Pre-Engrr,BBA,785,963,2020,Karachi,Bahria University
male,Sindhi,Islamabad,Lahore,Gaming,2,Doctor,Doctor,Commerce,BSAF,784,895,2020,Islamabad,Bahria University
female,Sindhi,Islamabad,Urdu,Gaming,1,Retired,Doctor,CS,BSCS,783,896,2020,Lahore,Bahria University
male,Kashmiris,Islamabad,Urdu,Writing,2,Engrr,Doctor,CS,BSCS,782,874,2020,Karachi,Bahria University
female,Kashmiris,Islamabad,Urdu,Nothing,1,Retired,Doctor,CS,BSCS,982,852,2020,Islamabad,Bahria University
female,Kashmiris,Islamabad,Urdu,Gaming,1,Doctor,House Wife,CS,BSCS,952,825,2020,Lahore,Bahria University
